section_index,section_name,rule_idx,source,ok,failure_class,reason,error_token,suggested,description
38.1.1.1,Proto-Tai to Ahom,5,index_diachronica_original.html:13080,False,unknown_character,asca-unrepresentable,̊,,"Syntax Error: Unknown character '̊' | ŋ̊ > h | ^ @ Rule 1, Line 1"
38.1.1.2,Proto-Tai to Saek,0,index_diachronica_original.html:13094,False,unknown_character,asca-unrepresentable,̊,,"Syntax Error: Unknown character '̊' | ɲ̊ > j | ^ @ Rule 1, Line 1"
38.1.1.3,Proto-Tai to Central Tai,1,index_diachronica_original.html:13111,False,expected_underscore,asca-unrepresentable,,,"Syntax Error: Expected '_', but received ',' | {l,r} > ∅ / n,ɗ_ | ^ @ Rule 1, Line 1"
38.1.1.3,Proto-Tai to Central Tai,9,index_diachronica_original.html:13119,False,syntax_other,broken-syntax,,,"Syntax Error: Expected end of line, received '('. Did you forget a '/' between the output and environment? | tr > tʰ(r)_ | ^ @ Rule 1, Line 1"
38.1.1.3,Proto-Tai to Central Tai,18,index_diachronica_original.html:13128,False,unknown_character,asca-unrepresentable,ı,,"Syntax Error: Unknown character 'ı' | iə > ı̆ / _C$ | ^ @ Rule 1, Line 1"
38.1.1.3.1,Central Tai to Lungchow,7,index_diachronica_original.html:13142,False,unknown_character,asca-unrepresentable,̆,,"Syntax Error: Unknown character '̆' | ɨə > ɨ̆ / _C$ | ^ @ Rule 1, Line 1"
38.1.1.3.1,Central Tai to Lungchow,8,index_diachronica_original.html:13143,False,unknown_character,asca-unrepresentable,̆,,"Syntax Error: Unknown character '̆' | ɨ̆ i̯o > u ə | ^ @ Rule 1, Line 1"
38.1.1.3.1,Central Tai to Lungchow,9,index_diachronica_original.html:13144,False,unknown_character,asca-unrepresentable,ŭ,,"Syntax Error: Unknown character 'ŭ' | uə > ŭ | ^ @ Rule 1, Line 1"
38.1.1.3.1,Central Tai to Lungchow,16,index_diachronica_original.html:13151,False,syntax_other,broken-syntax,,,"Syntax Error: Expected an IPA character, Primative or Matrix, but received '(' | {(i)ɛ,i̯ɛ} > e:[+long] | ^ @ Rule 1, Line 1"
38.1.1.3.1,Central Tai to Lungchow,23,index_diachronica_original.html:13158,False,expected_underscore,asca-unrepresentable,,,"Syntax Error: Expected '_', but received '' | a > a:[+long] / _u,i | ^ @ Rule 1, Line 1"
38.1.1.3.3,Central Tai to Tay,4,index_diachronica_original.html:13186,False,syntax_other,broken-syntax,,,"Syntax Error: Options can only be used in Environments or Structures | (ʔ)j > ʒ | ^^^ @ Rule 1, Line 1"
38.1.1.3.4,Central Tai to Tho,3,index_diachronica_original.html:13196,False,syntax_other,broken-syntax,,,"Syntax Error: Options can only be used in Environments or Structures | (ʔ)j > ʒ | ^^^ @ Rule 1, Line 1"
38.1.1.4,Proto-Tai to North Tai,2,index_diachronica_original.html:13215,False,syntax_other,broken-syntax,,,"Syntax Error: Expected an IPA character, Primative or Matrix, but received 'ʰ' | l > ∅ / p(ʰ),b_V:[+front] | ^ @ Rule 1, Line 1"
38.1.1.4,Proto-Tai to North Tai,3,index_diachronica_original.html:13216,False,syntax_other,broken-syntax,,,"Syntax Error: Expected an IPA character, Primative or Matrix, but received 'ʰ' | l > j / p(ʰ),b_V | ^ @ Rule 1, Line 1"
38.1.1.4,Proto-Tai to North Tai,12,index_diachronica_original.html:13225,False,syntax_other,broken-syntax,,,"Syntax Error: Expected an IPA character, Primative or Matrix, but received '(' | {tʃ(ʰ),dʒ} > ʃ | ^ @ Rule 1, Line 1"
38.1.1.4,Proto-Tai to North Tai,13,index_diachronica_original.html:13226,False,prose_or_expected_arrow,asca-unrepresentable,,,"Syntax Error: Expected '>', '->' or '=>', but received 'ʷ' | xr x {x,ɣ}ʷ > r̥ h {w,v,h} | ^ @ Rule 1, Line 1"
38.1.1.4,Proto-Tai to North Tai,15,index_diachronica_original.html:13228,False,unknown_character,asca-unrepresentable,ı,,"Syntax Error: Unknown character 'ı' | iə > ı̆ / _C$ | ^ @ Rule 1, Line 1"
38.1.1.4,Proto-Tai to North Tai,16,index_diachronica_original.html:13229,False,unknown_character,asca-unrepresentable,̆,,"Syntax Error: Unknown character '̆' | ɨ̆ > a / _C:[-front,+back,+hi,-lo] | ^ @ Rule 1, Line 1"
38.1.1.4,Proto-Tai to North Tai,18,index_diachronica_original.html:13231,False,syntax_other,broken-syntax,,,"Syntax Error: Expected end of line, received '~'. Did you forget a '/' between the output and environment? | {ɨ̯u,i̯ɛ} > ɨə̯~ɨa̯ / _$ | ^ @ Rule 1, Line 1"
38.1.1.4,Proto-Tai to North Tai,20,index_diachronica_original.html:13233,False,syntax_other,broken-syntax,,,"Syntax Error: Expected end of line, received '~'. Did you forget a '/' between the output and environment? | ɨ̯a > ɨa̯~ɨə̯ | ^ @ Rule 1, Line 1"
38.1.1.4,Proto-Tai to North Tai,21,index_diachronica_original.html:13234,False,syntax_other,broken-syntax,,,"Syntax Error: Expected end of line, received '~'. Did you forget a '/' between the output and environment? | {u̯ɔ,u̯a} > ua~uə | ^ @ Rule 1, Line 1"
38.1.1.4,Proto-Tai to North Tai,23,index_diachronica_original.html:13236,False,syntax_other,broken-syntax,,,"Syntax Error: Expected end of line, received '~'. Did you forget a '/' between the output and environment? | ɨ̯ɔ > ɨa~ɨə | ^ @ Rule 1, Line 1"
38.1.1.4.1,North Tai to Dioi,5,index_diachronica_original.html:13248,False,unknown_character,asca-unrepresentable,Š,,"Syntax Error: Unknown character 'Š' | TŠ > P:[-voice]P | ^ @ Rule 1, Line 1"
38.1.1.4.2,North Tai to Po-Ai,5,index_diachronica_original.html:13258,False,unknown_character,asca-unrepresentable,̆,,"Syntax Error: Unknown character '̆' | ɨ̆ə > ɨ̆ / _C$ | ^ @ Rule 1, Line 1"
38.1.1.4.2,North Tai to Po-Ai,6,index_diachronica_original.html:13259,False,unknown_character,asca-unrepresentable,̆,,"Syntax Error: Unknown character '̆' | ɨ̆ > a / _C:[-front,+back,+hi,-lo] | ^ @ Rule 1, Line 1"
38.1.1.4.2,North Tai to Po-Ai,7,index_diachronica_original.html:13260,False,unknown_character,asca-unrepresentable,̆,,"Syntax Error: Unknown character '̆' | ɨ̆ > ə | ^ @ Rule 1, Line 1"
38.1.1.4.2,North Tai to Po-Ai,8,index_diachronica_original.html:13261,False,unknown_character,asca-unrepresentable,ŭ,,"Syntax Error: Unknown character 'ŭ' | uə > ŭ | ^ @ Rule 1, Line 1"
38.1.1.4.2,North Tai to Po-Ai,10,index_diachronica_original.html:13263,False,syntax_other,broken-syntax,,,"Syntax Error: Expected end of line, received '>'. Did you forget a '/' between the output and environment? | ɨə̯~ɨa̯ > ɨ:[+long] / _$ | ^ @ Rule 1, Line 1"
38.1.1.4.2,North Tai to Po-Ai,11,index_diachronica_original.html:13264,False,syntax_other,broken-syntax,,,"Syntax Error: Expected end of line, received '>'. Did you forget a '/' between the output and environment? | ɨə̯~ɨa̯ > ɨ / _C$ | ^ @ Rule 1, Line 1"
38.1.1.4.2,North Tai to Po-Ai,15,index_diachronica_original.html:13268,False,unknown_character,asca-unrepresentable,ı,,"Syntax Error: Unknown character 'ı' | ɛ iɛ > e:[+long] ı̆ | ^ @ Rule 1, Line 1"
38.1.1.4.2,North Tai to Po-Ai,22,index_diachronica_original.html:13275,False,syntax_other,broken-syntax,,,"Syntax Error: Expected end of line, received '>'. Did you forget a '/' between the output and environment? | ɨa̯~ɨə̯ > i:[+long] / j_ | ^ @ Rule 1, Line 1"
38.1.1.4.2,North Tai to Po-Ai,23,index_diachronica_original.html:13276,False,syntax_other,broken-syntax,,,"Syntax Error: Expected end of line, received '>'. Did you forget a '/' between the output and environment? | ɨa̯~ɨə̯ > ɨ:[+long] | ^ @ Rule 1, Line 1"
38.1.1.4.2,North Tai to Po-Ai,24,index_diachronica_original.html:13277,False,syntax_other,broken-syntax,,,"Syntax Error: Expected end of line, received '>'. Did you forget a '/' between the output and environment? | ua~uə > u:[+long] | ^ @ Rule 1, Line 1"
38.1.1.4.2,North Tai to Po-Ai,26,index_diachronica_original.html:13279,False,syntax_other,broken-syntax,,,"Syntax Error: Expected end of line, received '@'. Did you forget a '/' between the output and environment? | ua~u@̯ > u:[+long] | ^ @ Rule 1, Line 1"
38.1.1.4.2,North Tai to Po-Ai,28,index_diachronica_original.html:13281,False,syntax_other,broken-syntax,,,"Syntax Error: Expected end of line, received '>'. Did you forget a '/' between the output and environment? | ɨ̯a~ɨə > ɨ:[+long] | ^ @ Rule 1, Line 1"
38.1.1.4.2,North Tai to Po-Ai,35,index_diachronica_original.html:13288,False,unknown_character,asca-unrepresentable,(,,"Syntax Error: Unknown character '(' | u̯əi ɔi > (w)i:[+long] o:[+long]i | ^ @ Rule 1, Line 1"
38.1.1.4.3,North Tai to Wu-Ming,2,index_diachronica_original.html:13301,False,panic_other,broken-syntax,,,thread '<unnamed>' (1491667) panicked at /home/pappa/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/asca-0.10.2/src/rule/subrule/substitution.rs:587:54: internal error: entered unreachable code note: run with `RUST_BACKTRACE=1` environment variable to display a backtrace
38.1.1.5,Proto-Tai to Southwest Tai,0,index_diachronica_original.html:13308,False,syntax_other,broken-syntax,,,"Syntax Error: Expected end of line, received '('. Did you forget a '/' between the output and environment? | p > p(ʰ) | ^ @ Rule 1, Line 1"
38.1.1.5,Proto-Tai to Southwest Tai,4,index_diachronica_original.html:13312,False,syntax_other,broken-syntax,,,"Syntax Error: Expected an IPA character, Primative or Matrix, but received '(' | l > ∅ / {p,k(ʰ),ŋ}_ | ^ @ Rule 1, Line 1"
38.1.1.5,Proto-Tai to Southwest Tai,7,index_diachronica_original.html:13315,False,expected_underscore,asca-unrepresentable,,,"Syntax Error: Expected '_', but received ',' | {l,r} > ∅ / t,ɗ_ | ^ @ Rule 1, Line 1"
38.1.1.5,Proto-Tai to Southwest Tai,16,index_diachronica_original.html:13324,False,unknown_character,asca-unrepresentable,ı,,"Syntax Error: Unknown character 'ı' | iə > ı̆ / _C$ | ^ @ Rule 1, Line 1"
38.1.1.5.2,Southwest Tai to Lü,9,index_diachronica_original.html:13352,False,syntax_other,broken-syntax,,,"Syntax Error: Expected end of line, received '('. Did you forget a '/' between the output and environment? | kʷʰ ɣʷ > xʷ x(ʷ) | ^ @ Rule 1, Line 1"
38.1.1.5.4,Southwest Tai to Siamese,11,index_diachronica_original.html:13386,False,syntax_other,broken-syntax,,,"Syntax Error: Expected an IPA character, Primative or Matrix, but received '(' | {(i)ɛ,i̯ɛ} > ɛ:[+long] | ^ @ Rule 1, Line 1"
38.1.1.5.6,Southwest Tai to White Tai,4,index_diachronica_original.html:13416,False,syntax_other,broken-syntax,,,"Syntax Error: Expected end of line, received '('. Did you forget a '/' between the output and environment? | kʷʰ ɣʷ > xʷ x(ʷ) | ^ @ Rule 1, Line 1"
39.1,Proto-Tanoan to Jimez,7,index_diachronica_original.html:13446,False,syntax_other,broken-syntax,,,"Syntax Error: Expected an IPA character, Primative or Matrix, but received 'ʷ' | k(ʷ)ʰ kʷ(ʼ) ɡ ɡʷ > h ɡ k kʷ | ^ @ Rule 1, Line 1"
40.1,Proto-Totozoquean to Proto-Mixe-Zoquean,4,index_diachronica_original.html:13503,False,unknown_feature,asca-unrepresentable,creakyvoice,voice,"Syntax Error: Unknown feature 'creakyvoice'. Did you mean voice? | V[+ creaky voice] > V[- creaky voice] | ^^^^^^^^^^^^^^ @ Rule 1, Line 1"
40.2,Proto-Totozoquean to Proto-Totonacan,4,index_diachronica_original.html:13513,False,unknown_character,asca-unrepresentable,ṵ,,"Syntax Error: Unknown character 'ṵ' | o o̰ > u ṵ | ^ @ Rule 1, Line 1"
40.2,Proto-Totozoquean to Proto-Totonacan,6,index_diachronica_original.html:13515,False,unknown_character,asca-unrepresentable,ḛ,,"Syntax Error: Unknown character 'ḛ' | {e,ɨ} {ḛ ɨ̰} > i ḭ | ^ @ Rule 1, Line 1"
41.2,Proto-Trans New Guinea to Asmat,2,index_diachronica_original.html:13548,False,syntax_other,broken-syntax,,,"Syntax Error: The output of a deletion rule must only contain `*` or `∅` | k s > ∅ {t,s} / #_ | ^ @ Rule 1, Line 1"
41.3,Proto-Trans New Guinea to Binandere,1,index_diachronica_original.html:13556,False,syntax_other,broken-syntax,,,"Syntax Error: The output of a deletion rule must only contain `*` or `∅` | ŋ ᵑɡ > ∅ ɡ / #_ | ^ @ Rule 1, Line 1"
41.3,Proto-Trans New Guinea to Binandere,5,index_diachronica_original.html:13560,False,panic_other,broken-syntax,,,thread '<unnamed>' (1494062) panicked at /home/pappa/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/asca-0.10.2/src/rule/subrule/substitution.rs:587:54: internal error: entered unreachable code note: run with `RUST_BACKTRACE=1` environment variable to display a backtrace thread '<unnamed>' (1494064) panicked at /home/pappa/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/asca-0.10.2/src/rule/subrule/substitution.rs:587:54: internal error: entered unreachable code thread '<unnamed>' (1494063) panicked at /home/pappa/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/asca-0.10.2/src/rule/subrule/substitution.rs:587:54: internal error: entered unreachable code thread '<unnamed>' (1494061) panicked at /home/pappa/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/asca-0.10.2/src/rule/subrule/substitution.rs:587:54: internal error: entered unreachable code
41.5.1.1,Proto-Gorokan to Asaro,1,index_diachronica_original.html:13580,False,unknown_feature,asca-unrepresentable,samePOA,lateral,"Syntax Error: Unknown feature 'samePOA'. Did you mean lateral? | N > N[+ same POA] / _P | ^^^^^^^^^^ @ Rule 1, Line 1"
41.5.1.2,Proto-Gorokan to North Fore,2,index_diachronica_original.html:13588,False,expected_underscore,asca-unrepresentable,,,"Syntax Error: Expected '_', but received '' | ʔ > n / before modal suffixes | ^ @ Rule 1, Line 1"
41.5.1.3,Proto-Gorokan to South Fore,1,index_diachronica_original.html:13595,False,expected_underscore,asca-unrepresentable,,,"Syntax Error: Expected '_', but received '' | ʔ > n / before modal suffixes | ^ @ Rule 1, Line 1"
41.5.1.8,Proto-Gorokan to Move,2,index_diachronica_original.html:13626,False,unknown_feature,asca-unrepresentable,lowtone,contin,"Syntax Error: Unknown feature 'lowtone'. Did you mean contin? | V[+ low tone] > ∅ / C_hV[+ high tone] | ^^^^^^^^^^ @ Rule 1, Line 1"
41.5.1.8,Proto-Gorokan to Move,3,index_diachronica_original.html:13627,False,unknown_feature,asca-unrepresentable,lowtone,contin,"Syntax Error: Unknown feature 'lowtone'. Did you mean contin? | V[+ low tone] > ∅ / C_CV[+ high tone] if both vowels are the same | ^^^^^^^^^^ @ Rule 1, Line 1"
41.5.2.1,Proto-Kainantu to Auyana,0,index_diachronica_original.html:13647,False,unknown_feature,asca-unrepresentable,samePOA,lateral,"Syntax Error: Unknown feature 'samePOA'. Did you mean lateral? | N > [+ same POA] / _C | ^^^^^^^^^^ @ Rule 1, Line 1"
41.5.2.3,Proto-Kainantu to Gadsup,1,index_diachronica_original.html:13666,False,unknown_feature,asca-unrepresentable,samePOA,lateral,"Syntax Error: Unknown feature 'samePOA'. Did you mean lateral? | N > [+ same POA] / _C | ^^^^^^^^^^ @ Rule 1, Line 1"
41.5.2.3,Proto-Kainantu to Gadsup,3,index_diachronica_original.html:13668,False,unknown_grouping,asca-unrepresentable,Y,,"Syntax Error: Unknown grouping 'Y'. Known groupings are (C)onsonant, (O)bstruent, (S)onorant, (P)losive, (F)ricative, (L)iquid, (N)asal, (G)lide, and (V)owel | {P:[+voice],Y} > ∅ / _n | ^ @ Rule 1, Line 1"
41.5.2.3,Proto-Kainantu to Gadsup,4,index_diachronica_original.html:13669,False,unknown_grouping,asca-unrepresentable,Y,,"Syntax Error: Unknown grouping 'Y'. Known groupings are (C)onsonant, (O)bstruent, (S)onorant, (P)losive, (F)ricative, (L)iquid, (N)asal, (G)lide, and (V)owel | YO[+ voice] YO[- voice] > Y t | ^ @ Rule 1, Line 1"
41.5.2.4,Proto-Kainantu to Usarufa,0,index_diachronica_original.html:13675,False,unknown_character,asca-unrepresentable,ː,,"Syntax Error: Unknown character 'ː' | N=1 N=2 > 2 ː ? | ^ @ Rule 1, Line 1"
41.6,Proto-Trans New Guinea to Kalam,0,index_diachronica_original.html:13684,False,syntax_other,broken-syntax,,,"Syntax Error: Expected an IPA character, Primative or Matrix, but received '∅' | t > {t,∅} / _# | ^ @ Rule 1, Line 1"
41.8,Proto-Trans New Guinea to Kiwai,0,index_diachronica_original.html:13700,False,syntax_other,broken-syntax,,,"Syntax Error: Expected an IPA character, Primative or Matrix, but received '∅' | t k ᵐb > {s,t} {ɡ,∅} {b,p} / #_ | ^ @ Rule 1, Line 1"
41.8,Proto-Trans New Guinea to Kiwai,2,index_diachronica_original.html:13702,False,panic_other,broken-syntax,,,thread '<unnamed>' (1495084) panicked at /home/pappa/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/asca-0.10.2/src/rule/subrule/substitution.rs:587:54: internal error: entered unreachable code note: run with `RUST_BACKTRACE=1` environment variable to display a backtrace
41.9,Proto-Trans New Guinea to Selepet,2,index_diachronica_original.html:13710,False,stuff_after_word_bound,asca-unrepresentable,,,"Syntax Error: Cannot have segments after the end of a word | t > t / _# (?) | ^ @ Rule 1, Line 1"
41.11,Proto-Trans New Guinea to Middle Wahgi,2,index_diachronica_original.html:13727,False,panic_other,broken-syntax,,,thread '<unnamed>' (1495306) panicked at /home/pappa/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/asca-0.10.2/src/rule/subrule/substitution.rs:587:54: internal error: entered unreachable code note: run with `RUST_BACKTRACE=1` environment variable to display a backtrace
42.1,Proto-Uralic to Pre-Finnic,0,index_diachronica_original.html:13762,False,expected_underscore,asca-unrepresentable,,,"Syntax Error: Expected '_', but received '' | ŋ > k / _#, in latives | ^ @ Rule 1, Line 1"
42.1,Proto-Uralic to Pre-Finnic,1,index_diachronica_original.html:13763,False,stuff_after_word_bound,asca-unrepresentable,,,"Syntax Error: Cannot have segments after the end of a word | ŋ > n / _# else | ^ @ Rule 1, Line 1"
42.1,Proto-Uralic to Pre-Finnic,2,index_diachronica_original.html:13764,False,syntax_other,broken-syntax,,,"Syntax Error: Expected an IPA character, Primative or Matrix, but received '*' | iw ow > y u:[+long] / _(C) (*) | ^ @ Rule 1, Line 1"
42.1,Proto-Uralic to Pre-Finnic,5,index_diachronica_original.html:13767,False,unknown_character,asca-unrepresentable,ː,,"Syntax Error: Unknown character 'ː' | ɤ(ː?) ɑ:[+long] æ:[+long] > ɑ(ː?) o:[+long] e:[+long] / stressed | ^ @ Rule 1, Line 1"
42.1,Proto-Uralic to Pre-Finnic,6,index_diachronica_original.html:13768,False,unknown_character,asca-unrepresentable,ê,,"Syntax Error: Unknown character 'ê' | a > æ / {a,e,ê,i,y}(X)(C)(C)_ when unstressed | ^ @ Rule 1, Line 1"
42.1,Proto-Uralic to Pre-Finnic,7,index_diachronica_original.html:13769,False,unknown_grouping,asca-unrepresentable,A,,"Syntax Error: Unknown grouping 'A'. Known groupings are (C)onsonant, (O)bstruent, (S)onorant, (P)losive, (F)ricative, (L)iquid, (N)asal, (G)lide, and (V)owel | Aw > o / unstressed | ^ @ Rule 1, Line 1"
42.1,Proto-Uralic to Pre-Finnic,9,index_diachronica_original.html:13771,False,expected_underscore,asca-unrepresentable,,,"Syntax Error: Expected '_', but received '' | iw > u / unstressed | ^ @ Rule 1, Line 1"
42.1.1,Pre-Finnic to Proto-Finnic,1,index_diachronica_original.html:13777,False,unknown_character,asca-unrepresentable,ê,,"Syntax Error: Unknown character 'ê' | ê ô > e o / _(X)Ci | ^ @ Rule 1, Line 1"
42.1.1,Pre-Finnic to Proto-Finnic,2,index_diachronica_original.html:13778,False,unknown_character,asca-unrepresentable,ê,,"Syntax Error: Unknown character 'ê' | ê > y / _(X)CO:[+delrel] | ^ @ Rule 1, Line 1"
42.1.1,Pre-Finnic to Proto-Finnic,3,index_diachronica_original.html:13779,False,unknown_character,asca-unrepresentable,ô,,"Syntax Error: Unknown character 'ô' | ô > ɯ / _(X)CO:[+delrel] | ^ @ Rule 1, Line 1"
42.1.1,Pre-Finnic to Proto-Finnic,4,index_diachronica_original.html:13780,False,expected_underscore,asca-unrepresentable,,,"Syntax Error: Expected '_', but received '' | ej > i / unstressed | ^ @ Rule 1, Line 1"
42.1.1,Pre-Finnic to Proto-Finnic,5,index_diachronica_original.html:13781,False,expected_underscore,asca-unrepresentable,,,"Syntax Error: Expected '_', but received '' | æ > e / _j, unstressed | ^ @ Rule 1, Line 1"
42.1.1,Pre-Finnic to Proto-Finnic,6,index_diachronica_original.html:13782,False,unknown_character,asca-unrepresentable,”,,"Syntax Error: Unknown character '”' | ɑ > e / ”{o,u}(X)C_j | ^ @ Rule 1, Line 1"
42.1.1,Pre-Finnic to Proto-Finnic,7,index_diachronica_original.html:13783,False,unknown_character,asca-unrepresentable,”,,"Syntax Error: Unknown character '”' | ɑ > o / ”{a,e,i}(X)C_j | ^ @ Rule 1, Line 1"
42.1.1,Pre-Finnic to Proto-Finnic,9,index_diachronica_original.html:13785,False,expected_underscore,asca-unrepresentable,,,"Syntax Error: Expected '_', but received '' | xi > @ / else | ^ @ Rule 1, Line 1"
42.1.1,Pre-Finnic to Proto-Finnic,11,index_diachronica_original.html:13787,False,unknown_grouping,asca-unrepresentable,I,,"Syntax Error: Unknown grouping 'I'. Known groupings are (C)onsonant, (O)bstruent, (S)onorant, (P)losive, (F)ricative, (L)iquid, (N)asal, (G)lide, and (V)owel | x > j / {I,V:[+front]}_C | ^ @ Rule 1, Line 1"
42.1.1,Pre-Finnic to Proto-Finnic,12,index_diachronica_original.html:13788,False,unknown_grouping,asca-unrepresentable,U,,"Syntax Error: Unknown grouping 'U'. Known groupings are (C)onsonant, (O)bstruent, (S)onorant, (P)losive, (F)ricative, (L)iquid, (N)asal, (G)lide, and (V)owel | UŋA eŋi > O:[+long] ø:[+long] | ^ @ Rule 1, Line 1"
42.1.1,Pre-Finnic to Proto-Finnic,15,index_diachronica_original.html:13791,False,syntax_other,broken-syntax,,,"Syntax Error: Expected end of line, received 'ʲ'. Did you forget a '/' between the output and environment? | ŋ > j / _Cʲ | ^ @ Rule 1, Line 1"
42.1.1,Pre-Finnic to Proto-Finnic,20,index_diachronica_original.html:13796,False,syntax_other,broken-syntax,,,"Syntax Error: Expected end of line, received '('. Did you forget a '/' between the output and environment? | uwa > o:[+long] (*) | ^ @ Rule 1, Line 1"
42.1.1,Pre-Finnic to Proto-Finnic,21,index_diachronica_original.html:13797,False,unknown_grouping,asca-unrepresentable,U,,"Syntax Error: Unknown grouping 'U'. Known groupings are (C)onsonant, (O)bstruent, (S)onorant, (P)losive, (F)ricative, (L)iquid, (N)asal, (G)lide, and (V)owel | Uwi ewi > o:[+long] ø:[+long] | ^ @ Rule 1, Line 1"
42.1.1,Pre-Finnic to Proto-Finnic,23,index_diachronica_original.html:13799,False,unknown_grouping,asca-unrepresentable,I,,"Syntax Error: Unknown grouping 'I'. Known groupings are (C)onsonant, (O)bstruent, (S)onorant, (P)losive, (F)ricative, (L)iquid, (N)asal, (G)lide, and (V)owel | wI > i | ^ @ Rule 1, Line 1"
42.1.1,Pre-Finnic to Proto-Finnic,24,index_diachronica_original.html:13800,False,expected_underscore,asca-unrepresentable,,,"Syntax Error: Expected '_', but received '' | ji > O / {i,e,y} | ^ @ Rule 1, Line 1"
42.1.1,Pre-Finnic to Proto-Finnic,25,index_diachronica_original.html:13801,False,unknown_grouping,asca-unrepresentable,A,,"Syntax Error: Unknown grouping 'A'. Known groupings are (C)onsonant, (O)bstruent, (S)onorant, (P)losive, (F)ricative, (L)iquid, (N)asal, (G)lide, and (V)owel | i > ∅ / Aj_# | ^ @ Rule 1, Line 1"
42.1.1,Pre-Finnic to Proto-Finnic,28,index_diachronica_original.html:13804,False,syntax_other,broken-syntax,,,"Syntax Error: Expected end of line, received '('. Did you forget a '/' between the output and environment? | ø:[+long] > jø (?) | ^ @ Rule 1, Line 2"
42.1.1,Pre-Finnic to Proto-Finnic,34,index_diachronica_original.html:13810,False,expected_underscore,asca-unrepresentable,,,"Syntax Error: Expected '_', but received '' | nʲ > n / else | ^ @ Rule 1, Line 1"
42.1.1,Pre-Finnic to Proto-Finnic,36,index_diachronica_original.html:13812,False,syntax_other,broken-syntax,,,"Syntax Error: Expected an IPA character, Primative or Matrix, but received '*' | w > ∅ / o_st (*) | ^ @ Rule 1, Line 1"
42.1.1,Pre-Finnic to Proto-Finnic,38,index_diachronica_original.html:13814,False,unknown_grouping,asca-unrepresentable,E,,"Syntax Error: Unknown grouping 'E'. Known groupings are (C)onsonant, (O)bstruent, (S)onorant, (P)losive, (F)ricative, (L)iquid, (N)asal, (G)lide, and (V)owel | tʃ > ts / _k, in South Estonian | ^ @ Rule 1, Line 1"
42.1.1,Pre-Finnic to Proto-Finnic,39,index_diachronica_original.html:13815,False,expected_underscore,asca-unrepresentable,,,"Syntax Error: Expected '_', but received '' | tk > k / in Pre-Livonian (?) | ^ @ Rule 1, Line 1"
42.1.1,Pre-Finnic to Proto-Finnic,41,index_diachronica_original.html:13817,False,expected_underscore,asca-unrepresentable,,,"Syntax Error: Expected '_', but received '' | t > ts / _i // following a coronal obstruent or | ^ @ Rule 1, Line 1"
42.1.1,Pre-Finnic to Proto-Finnic,42,index_diachronica_original.html:13818,False,expected_underscore,asca-unrepresentable,,,"Syntax Error: Expected '_', but received '' | tj > ts // following a coronal obstruent or | ^ @ Rule 1, Line 1"
42.1.1.1,Proto-Finnic to Proto-Finnish,3,index_diachronica_original.html:13830,False,unknown_character,asca-unrepresentable,ˑ,,"Syntax Error: Unknown character 'ˑ' | p:[+long] t:[+long] ts:[+long] k:[+long] > pˑ tˑ tsˑ kˑ | ^ @ Rule 1, Line 1"
42.1.1.1,Proto-Finnic to Proto-Finnish,6,index_diachronica_original.html:13833,False,syntax_other,broken-syntax,,,"Syntax Error: Expected end of line, received '~'. Did you forget a '/' between the output and environment? | ɣ > j~ʋ | ^ @ Rule 1, Line 1"
42.1.1.1,Proto-Finnic to Proto-Finnish,10,index_diachronica_original.html:13837,False,syntax_other,broken-syntax,,,"Syntax Error: Expected an IPA character, Primative or Matrix, but received '*' | j > ∅ / _i (*) | ^ @ Rule 1, Line 1"
42.1.1.1,Proto-Finnic to Proto-Finnish,12,index_diachronica_original.html:13839,False,expected_underscore,asca-unrepresentable,,,"Syntax Error: Expected '_', but received '' | oi > o / unstressed | ^ @ Rule 1, Line 1"
42.1.1.1,Proto-Finnic to Proto-Finnish,16,index_diachronica_original.html:13843,False,syntax_other,broken-syntax,,,"Syntax Error: Options can only be used in Environments or Structures | (t:[+long])sn kx(tx) rn ln > s:[+long] x:[+long] r:[+long] l:[+long] | ^^^^^^^^^^^ @ Rule 1, Line 1"
42.1.1.1,Proto-Finnic to Proto-Finnish,17,index_diachronica_original.html:13844,False,syntax_other,broken-syntax,,,"Syntax Error: Options can only be used in Environments or Structures | {p,t,k}({p,t,k})n {p,t,k}({p,t,k})m > n:[+long] m:[+long] | ^^^^^^^^^ @ Rule 1, Line 1"
42.1.1.1,Proto-Finnic to Proto-Finnish,20,index_diachronica_original.html:13847,False,unknown_character,asca-unrepresentable,ˑ,,"Syntax Error: Unknown character 'ˑ' | ts tsˑ ts:[+long] > s θˑ θː | ^ @ Rule 1, Line 1"
42.1.1.1.1,Proto-Finnish to Standard Finnish,2,index_diachronica_original.html:13857,False,unknown_character,asca-unrepresentable,ˑ,,"Syntax Error: Unknown character 'ˑ' | pˑ tˑ θˑ kˑ > p t θ k | ^ @ Rule 1, Line 1"
