section_index,rule_id,alt_idx,source,ok,timestamp
35.1.11,Sooke-Northern-Straits-i1~ə1,,index_diachronica_original.html:11633,True,2026-09-05T01:43:46Z
35.1.14,Sqamish-u3~ə3,,index_diachronica_original.html:11675,True,2026-09-05T01:43:46Z
35.1.14,Sqamish-a3~ə3,,index_diachronica_original.html:11676,True,2026-09-05T01:43:46Z
35.1.14,Sqamish-a3~i3,,index_diachronica_original.html:11677,True,2026-09-05T01:43:46Z
35.1.14,Sqamish-a1~i1,,index_diachronica_original.html:11678,True,2026-09-05T01:43:46Z
35.1.14,Sqamish-i3~e3,,index_diachronica_original.html:11679,True,2026-09-05T01:43:46Z
35.1.14,Sqamish-i3~ə1,,index_diachronica_original.html:11680,True,2026-09-05T01:43:46Z
46.13,"Faroese-Vowel-Shift-a,æː",,index_diachronica_original.html:14418,True,2026-09-05T01:43:46Z
46.13,Faroese-Vowel-Shift-aː,,index_diachronica_original.html:14419,True,2026-09-05T01:43:46Z
46.13,Faroese-Vowel-Shift-e,,index_diachronica_original.html:14420,True,2026-09-05T01:43:46Z
46.13,Faroese-Vowel-Shift-eː,,index_diachronica_original.html:14421,True,2026-09-05T01:43:46Z
46.13,"Faroese-Vowel-Shift-i,y",,index_diachronica_original.html:14422,True,2026-09-05T01:43:46Z
46.13,"Faroese-Vowel-Shift-iː,yː",,index_diachronica_original.html:14423,True,2026-09-05T01:43:46Z
46.13,Faroese-Vowel-Shift-o,,index_diachronica_original.html:14424,True,2026-09-05T01:43:46Z
46.13,Faroese-Vowel-Shift-u,,index_diachronica_original.html:14426,True,2026-09-05T01:43:46Z
46.13,Faroese-Vowel-Shift-uː,,index_diachronica_original.html:14427,True,2026-09-05T01:43:46Z
46.13,"Faroese-Vowel-Shift-œ,ɔ",,index_diachronica_original.html:14428,True,2026-09-05T01:43:46Z
